/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_11_580.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_11_580.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_11_580.jpg, 0, 0, 0, 7.805505E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_11_686.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_11_686.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_11_686.jpg, 0, 0, 0, 7.800983E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_11_791.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_11_791.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_11_791.jpg, 0, 0, 0, 7.785048E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_11_892.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_11_892.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_11_892.jpg, 0, 0, 0, 7.831547E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_11_992.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_11_992.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_11_992.jpg, 0, 0, 0, 7.823313E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_12_093.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_12_093.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_12_093.jpg, 0, 0, 0, 7.78962E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_12_197.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_12_197.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_12_197.jpg, 0, 0, 0, 7.800738E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_12_303.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_12_303.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_12_303.jpg, 0, 0, 0, 7.815664E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_12_408.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_12_408.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_12_408.jpg, 0, 0, 0, 7.858036E-05
/home/deepstation/Simulator/App/IMG_2021/IMG/center_2021_06_03_12_55_12_514.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/left_2021_06_03_12_55_12_514.jpg, /home/deepstation/Simulator/App/IMG_2021/IMG/right_2021_06_03_12_55_12_514.jpg, 0, 0, 0, 7.813097E-05
